Населено място,Търговски обект,Наименование на продукта,Код на продукта,Категория,Цена на дребно,Цена в промоция
67800,"гр. Черноморец, общ. Созопол, обл. Бургас, местност Аклади №49",Сапун за пране KRISPA п/в петна 250гр,728506,83,2.55,
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
68134,"гр. София, ж.к. Дианабад, ул. Васил Калчев 10",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
68134,"гр. София, ж.к. Лагера, ул. Баба Илийца 2",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
27303,"гр. Елин Пелин, ул. Стоян Михайловски 5",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
38902,"гр. Костенец,  Центр. градска част, кв. 89, ул. Търговска",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
12259,"гр. Враца, ж.к. Дъбника, кв.119, комплекс РУМ",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
57652,"гр. Попово, ул. „Панайот Хитов” 9",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
87374,"гр. Ямбол, ул. „Преслав"" №266",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
61813,"гр. Разлог, ул. Гоце Делчев 53",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
61710,"гр. Разград, ж.к. Орел, ул. Юмрукчал 15",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
10971,"гр. Видин, ул. Железничарска №19",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
68134,"гр. София, бул. Ген. Столетов №70",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
27382,"гр. Елхово, ул. Александър Стамболийски № 167",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
20465,"гр. Девин, ул. Освобождение №1",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
57491,"гр. Поморие, ул. Професор Стоянов №23",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
51500,"гр. Несебър, кв. „Пясъците“ № 15",Препарат за съдове FAIRY Lemon 450мл,1027885,79,2.17, 1.53 
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
68134,"гр. София, ж.к. Овча купел-2, до бл. 18",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
68134,"гр. София, кв. Редута ул. Атанас Узунов 14",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
55871,"гр. Перник 2, кв. ""Изток"", ул. Благой Гебрев,  35А",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
151,гр. Айтос ул.Хаджи Димиър 27,Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
59080,"гр. Първомай,  ул. Орфей 16",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
56784,"гр. Пловдив, бул. Александър Стамболийски №33, вх. В, ет. – 1",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
55155,"гр. Пазарджик, ул. Димчо Дебелянов №10",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
17974,"гр. Средец, ул. Никола Попов 2А",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
68789,"гр. Дупница, ул. Иван Вазов № 26",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38",Препарат за съдове FAIRY Pom.&Oran.450мл,1027886,79,2.17, 1.53 
68134,"гр. София, ж.к. Лозенец, ул. Персенк 22, бл. 34",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
68134,"гр. София, кв. Борово до бл. 232",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
68134,"гр. София, жк. Младост 2,  ул.Васил Златарски 3",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
72343,"гр. Тетевен, Площад Сава Младенов 1",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
39921,"гр. Кричим, пл. Демокрация №8",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
68134,"гр. София, ж.к. Дружба, до бл.86",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
68134,"гр. София, ж.к. Младост 4, ул. Бъднина 15",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
41112,"гр. Кюстендил, ул. Тинтява № 49",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
357,гр. Нови Искър ул.Искърско дефиле 116,Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
56784,"гр. Пловдив, бул. Васил Априлов 102",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Вечерница 3",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Йордан Гавазов 23",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
56784,"гр. Пловдив, район Централен, ул. Капитан Райчо 32, бл.16, ет.1",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
68850,"гр. Стара Загора, ул . Загорка №44",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
65677,"гр. Свиленград, ул. Гео Милев № 2",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
7079,"гр. Бургас, кв. Славейков",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
67800,"гр. Черноморец, общ. Созопол, обл. Бургас, местност Аклади №49",Преп.за съд. MEDIX MPG Apple 415мл,1114689,79,1.15,
68134,"гр. София, ж.к. Люлин-2, до бл. 227",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
68134,"гр. София, ж.к. Връбница, ул. Златен клас 10",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
68134,"гр. София, ж.к. Гевгелийски, ул. Мачуково, срещу бл. 1",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
68134,"гр. София, ж.к. Иван Вазов, ул.  Стефан Малинов 2",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
14711,"гр. Генерал Тошево, ул. Иван Вазов 24",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
48489,"гр. Монтана, бул. Ген. Арнолди 6",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
3928,"гр. Берковица, ул. Александровскa 65б",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
55052,"гр. Павликени, бул. Руски 39",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
68134,"гр. София, Възкресение, бул. Възкресение 85",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
70528,"гр. Съединение, ул. Александър Стамболийски 4",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
17395,"гр. Гоце Делчев, ул. Панаирски Ливади 7",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
61813,"гр. Разлог, ул. Гоце Делчев 53",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
51500,"гр. Несебър, ул. ж.к.Черно море 40-42",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
10971,"гр. Видин, ул. Железничарска №19",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
27632,"гр. Етрополе, бул. Партизанска №1",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
702,"гр. Асеновград, ул. Александър Стамболийски 7",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Йордан Гавазов 23",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
56784,"гр. Пловдив, бул. Александър Стамболийски №33, вх. В, ет. – 1",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
58356,"гр. Приморско, ул. Перун 3-5",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
7598,"гр. Бяла, ул. Брегова 29",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
51980,"гр. Стамболийски, ул.Търговски №50",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
40422,"гр. Кубрат, ул. Княз Борис I №2",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
7079,"гр. Бургас, кв. Славейков",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
35167,"гр. Казанлък, ул. Бачо Киро №4",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
878,"гр. Ахтопол, общ. Царево, обл. Бургас, ул. Тракия №35",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
17974,"гр. Средец, ул. Никола Попов 2А",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
81414,"гр. Чирпан, ул. Неделчо Николов №5",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
24030,"гр. Дулово, ул. Байкал 2А",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
10450,"гр. Велинград, ул. Хан Аспарух 2 В,Г",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
56784,"гр. Пловдив, ул. Шипка №6",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
72624,"гр. Добрич, ул. Капитан Д. Списаревски №30",Препарат за съдове PUR Aloe Vera 750мл,1199980,79,2.43,
68134,"гр. София, ж.к. Гевгелийски, ул. Мачуково, срещу бл. 1",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
68134,"гр. София, ж.к. Дружба 2, до бл. 311",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
55871,"гр. Перник 1, кв. Димова махала, до OMV",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
12259,"гр. Враца, ж.к. Дъбника, кв.119, комплекс РУМ",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
55052,"гр. Павликени, бул. Руски 39",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
61460,"гр. Раднево, ул. Митьо Станев 4",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
17395,"гр. Гоце Делчев, ул. Панаирски Ливади 7",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
56722,"гр. Плевен, ж.к. Сторгозия № 79",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
36525,"гр. Карнобат, ул. Промишлена зона 29",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
87374,"гр. Ямбол, ул. Търговска 85",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
151,гр. Айтос ул.Хаджи Димиър 27,Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
65677,"гр. Свиленград, ул. Гео Милев № 2",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
58356,"гр. Приморско, ул. Перун 3-5",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
7598,"гр. Бяла, ул. Брегова 29",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
51980,"гр. Стамболийски, ул.Търговски №50",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
57491,"гр. Поморие, ул. Професор Стоянов №23",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
10135,"гр. Варна, Бизнес парк, сграда Б, ул. Ян Палах №10",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
81414,"гр. Чирпан, ул. Неделчо Николов №5",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
72624,"гр. Добрич, ул. Капитан Д. Списаревски №30",Препарат за съдове PUR Lemon 750мл,1199981,79,2.43,
14711,"гр. Генерал Тошево, ул. Иван Вазов 24",Препарат за съдове FAIRY Sensitive 450мл,1221714,79,2.17, 1.53 
10971,"гр. Видин, ул. Железничарска №19",Препарат за съдове FAIRY Sensitive 450мл,1221714,79,2.17, 1.53 
7079,"гр. Бургас, кв. Славейков",Препарат за съдове FAIRY Sensitive 450мл,1221714,79,2.17, 1.53 
35167,"гр. Казанлък, ул. Бачо Киро №4",Препарат за съдове FAIRY Sensitive 450мл,1221714,79,2.17, 1.53 
17974,"гр. Средец, ул. Никола Попов 2А",Препарат за съдове FAIRY Sensitive 450мл,1221714,79,2.17, 1.53 
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Преп. за съдове ЕХО Балсам Лайка 400мл,1266864,79,2.14,
51809,"гр. Нова Загора, ул. Христо Ботев № 33",Преп. за съдове ЕХО Балсам Лайка 400мл,1266864,79,2.14,
56784,"гр. Пловдив, ж.к. Гагарин, ул. Огражден, п.к.№400",Преп. за съдове ЕХО Балсам Лайка 400мл,1266864,79,2.14,
65334,"гр.Сандански на ул. ""Македония"" № 30, ет. -1",Преп. за съдове ЕХО Балсам Лайка 400мл,1266864,79,2.14,
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38",Преп. за съдове ЕХО Балсам Лайка 400мл,1266864,79,2.14,
68134,"гр. София, ж.к. Люлин-2, до бл. 227",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
68134,"гр. София, кв. Редута, ул. Велчо Атанасов 27",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
65231,"гр. Самоков, ул. Искър 2А",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
37798,"гр. Козлодуй, ул. Освободител 47",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
57652,"гр. Попово, ул. „Панайот Хитов” 9",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
68134,"гр. София, ж.к. Люлин 9, ул. Асен Николов 19",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
51500,"гр. Несебър, ул. ж.к.Черно море 40-42",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
56784,"гр. Пловдив, кв. Христо Смирненски, ул. Равнища 4",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
51980,"гр. Стамболийски, ул.Търговски №50",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
68134,"гр. София, бул. България, пл. Ручей",Преп. за съдове ЕХО Балсам Люляк 400мл,1266865,79,2.14,
68134,"гр. София, ул. Костенски водопад 102",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
65231,"гр. Самоков, ул. Искър 2А",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
12259,"гр. Враца, ж.к. Дъбника, кв.119, комплекс РУМ",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
44238,"гр. Лом, УПИ III в кв. 97, ул. Аспарух № 13",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
55052,"гр. Павликени, бул. Руски 39",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
61577,"гр. Радомир, ул. Милан Грънчаров 1а",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
20482,"гр. Девня, бул. Съединение №111",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
68134,"гр. София, ж.к. Люлин 9, ул. Асен Николов 19",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
87374,"гр. Ямбол, ул. Търговска 85",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
51809,"гр. Нова Загора, ул. Христо Ботев № 33",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
56784,"гр. Пловдив, кв. Христо Смирненски, бул. Пещерско шосе № 133 /КОРОНА/",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
68134,"гр. София, бул. Райко Даскалов № 15",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
27382,"гр. Елхово, ул. Александър Стамболийски № 167",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
58356,"гр. Приморско, ул. Перун 3-5",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
7598,"гр. Бяла, ул. Брегова 29",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
65766,"гр. Свищов, ул. Люлин №20",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
878,"гр. Ахтопол, общ. Царево, обл. Бургас, ул. Тракия №35",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
65334,"гр.Сандански на ул. ""Македония"" № 30, ет. -1",Преп.за съд. MEDIX C&E Apple&Pine 800мл,1273833,79,2.7,
68134,"гр. София, ж.к. Връбница, ул. Златен клас 10",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Сухата река, ул. Тодорини кукли 47",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Дианабад, ул. Васил Калчев 10",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Лозенец, ул. Персенк 22, бл. 34",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Стрелбище, ул. Червена роза 50",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Лагера, ул. Баба Илийца 2",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
56407,"гр. Пирдоп, ул. Васил Левски 8  ",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
39921,"гр. Кричим, пл. Демокрация №8",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
14711,"гр. Генерал Тошево, ул. Иван Вазов 24",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
55871,"гр. Перник 1, кв. Димова махала, до OMV",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
55871,"гр. Перник 2, кв. ""Изток"", ул. Благой Гебрев,  35А",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
48489,"гр. Монтана, бул. Ген. Арнолди 6",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
61460,"гр. Раднево, ул. Митьо Станев 4",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Дружба 1, ул. „5030“ 6",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
73198,"гр. Троян, ул. Опълченска 1",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Люлин 9, ул. Асен Николов 19",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
56784,"гр. Пловдив, бул. Васил Априлов 102",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
56784,"гр. Пловдив, ж.к. Изгрев, ул. Герлово 1",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, бул. Ген. Столетов №70",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, бул. Райко Даскалов № 15",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
27382,"гр. Елхово, ул. Александър Стамболийски № 167",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
20465,"гр. Девин, ул. Освобождение №1",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
39030,"гр. Котел, ул. Хаджи Къна Боева №4, ет.2",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
57491,"гр. Поморие, ул. Професор Стоянов №23",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
48996,"гр. Момчилград, ул. Гюмюрджинска 63",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
7079,"гр. Бургас, Идеален център, ул. Марагидик 17",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
56722,"гр. Плевен, пл. Иван Миндиликов №1",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
72165,"гр. Твърдица, ул. Възраждане 2",Препарат за съдове FEYA Magnolia 400мл,1346337,79,1.02, 0.85 
68134,"гр. София, ж.к. Люлин-2, до бл. 227",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, ж.к. Сухата река, ул. Тодорини кукли 47",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, ж.к. Гевгелийски, ул. Мачуково, срещу бл. 1",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, ж.к. Люлин 10, ул. Гоце Делчев (УПИ 8, кв.32)",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, ж.к. Овча купел-2, до бл. 18",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, ж.к. Иван Вазов, ул.  Стефан Малинов 2",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, жк. Младост 2,  ул.Васил Златарски 3",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
72343,"гр. Тетевен, Площад Сава Младенов 1",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, ж.к. Младост 4, ул. Бъднина 15",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
55871,"гр. Перник 1, кв. Димова махала, до OMV",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
48489,"гр. Монтана, бул. Ген. Арнолди 6",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
53535,"гр. Омуртаг, ул. Цар Освободител 33",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
43952,"гр. Ловеч, бул. Мизия 2",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
17395,"гр. Гоце Делчев, ул. Панаирски Ливади 7",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, ж.к. Люлин 9, ул. Асен Николов 19",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
51500,"гр. Несебър, ул. ж.к.Черно море 40-42",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
357,гр. Нови Искър ул.Искърско дефиле 116,Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
27632,"гр. Етрополе, бул. Партизанска №1",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
56784,"гр. Пловдив, бул. Съединение, РУМ",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
702,"гр. Асеновград, ул. Александър Стамболийски 7",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
59080,"гр. Първомай,  ул. Орфей 16",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Вечерница 3",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
56784,"гр. Пловдив, ж.к. Тракия, бл.14, вх.1, ет.1",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, бул. Ген. Столетов №70",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, бул. Райко Даскалов № 15",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
52009,"гр. Нови Пазар, ул. Оборище 29",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
7598,"гр. Бяла, ул. Брегова 29",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
4501,"гр. Бобов дол, ул. Димитър Благоев №28",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
58503,"гр. Провадия, Северна промишлена зона",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
39030,"гр. Котел, ул. Хаджи Къна Боева №4, ет.2",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
10135,"гр. Варна, Бизнес парк, сграда Б, ул. Ян Палах №10",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
7079,"гр. Бургас, кв. Славейков",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
48996,"гр. Момчилград, ул. Гюмюрджинска 63",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
17974,"гр. Средец, ул. Никола Попов 2А",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
10450,"гр. Велинград, ул. Хан Аспарух 2 В,Г",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
67800,"гр. Черноморец, общ. Созопол, обл. Бургас, местност Аклади №49",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
72165,"гр. Твърдица, ул. Възраждане 2",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
72165,"гр. Твърдица, ул. Княз Борис I 54",Препарат за съдове FEYA Apple 400мл,1346346,79,1.02, 0.85 
68134,"гр. София, ж.к. Люлин-2, до бл. 227",Препарат за съдове FAIRY Pom&Oran 900мл,1368616,79,4.01,
68134,"гр. София, ж.к. Връбница, ул. Златен клас 10",Препарат за съдове FAIRY Pom&Oran 900мл,1368616,79,4.01,
68134,"гр. София, ж.к. Люлин 10, ул. Гоце Делчев (УПИ 8, кв.32)",Препарат за съдове FAIRY Pom&Oran 900мл,1368616,79,4.01,
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2",Препарат за съдове FAIRY Pom&Oran 900мл,1368616,79,4.01,
